"blockNumber","address","totalsupply"
"13154790","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10179120949.414874590856375346""
"13161436","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10179530238.623976950629111404""
"13168082","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10180094845.205321458389367802""
"13174728","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10180395398.669077407700522182""
"13181374","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10181206645.781064408773944165""
"13188020","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10182414490.673616941428874535""
"13194666","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10183381294.122701322841265528""
"13201312","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184126218.692464711380217002""
"13207958","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184642559.038328667905708843""
"13214604","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10184910601.243218760515085372""
"13221250","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10185018912.654915386949103258""
"13227896","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10186749195.698560758123001041""
"13234542","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10188360129.121809993252603308""
"13241188","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10188887290.105875890854289857""
"13247834","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189038948.761272981750826458""
"13254480","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189156425.127108050864629588""
"13261126","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10189289640.727115459884765692""
"13267772","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10190733538.734019082828061721""
"13274418","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10190924037.840864576320395827""
"13281064","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10192515020.83870626415701047""
"13287710","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10192641266.398882034297638815""
"13294356","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10193517137.249133250399249889""
"13301002","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10193765170.835169161526212222""
"13307648","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10194354723.436533906961199966""
"13314294","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10194807541.863009390928962499""
"13320940","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10197624401.072981115220706214""
"13327586","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10199323861.791668479647134486""
"13334232","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10200628743.840388630590824343""
"13340878","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201563514.26136304668986217""
"13347524","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201717499.789754378714108425""
"13354170","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10201942872.862464908963757149""
"13360816","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10202331709.163852160104767675""
"13367462","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10203040744.253939414391626331""
"13374108","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10203342200.416404366863372765""
"13380754","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10204663781.784206066317768789""
"13387400","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10205291820.96177567567342235""
"13394046","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10205711257.777954464438788738""
"13400692","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10206268319.851315083764095255""
"13407338","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10207094758.174680368065313236""
"13413984","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10208596343.922220523942504454""
"13420630","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10208757360.539228831291794186""
"13427276","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10210258456.272592142872938183""
"13433922","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10210679958.707163227742983352""
"13440568","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10210900312.341578941400247913""
"13447214","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10211654202.317171563477851117""
"13453860","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10212196529.663360942536581847""
"13460506","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10212284732.499882719731350635""
"13467152","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10212745218.077911154509634863""
"13473798","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10213606687.833500443568234787""
"13480444","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10214242618.33749076975458749""
"13487090","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10216229195.964730260232093747""
"13493736","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10216945880.884416851604419355""
"13500382","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10218187520.008308393152737375""
"13507028","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10219825232.330104144241882591""
"13513674","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10220530675.888153541269977183""
"13520320","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10221405423.508917157634441416""
"13526966","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10221583992.915009098663354263""
"13533612","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10221857676.29318633379231485""
"13540258","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10223271454.387361634069508327""
"13546904","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10224230627.443776977903837979""
"13553550","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10224735028.15936766882701408""
"13560196","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10225030982.819474567916237257""
"13566842","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10225780291.290946126156099601""
"13573488","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10225961810.651635802192557298""
"13580134","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10228078208.692158034921606797""
"13586780","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10228400250.264076211763537034""
"13593426","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10228745597.343229634136611577""
"13600072","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10228840882.135182671086463108""
"13606718","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10228979759.502546536010798168""
"13613364","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10229310775.773057928974986387""
"13620010","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10229650600.175149358466818354""
"13626656","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10231898006.849742873718023321""
"13633302","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10234975910.307089361554314915""
"13639948","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10235831120.310448326850492974""
"13646594","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10236468073.842214668656760562""
"13653240","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10237501932.497146930045042435""
"13659886","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10237677395.868499821170048127""
"13666532","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10237917178.147383332071279326""
"13673178","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10238425100.575857076029078089""
"13679824","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10240285613.427426943259978398""
"13686470","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10240366111.227022461453379308""
"13693116","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10241014958.094194473884593308""
"13699762","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10241163644.727449000899887394""
"13706408","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10241300069.584555703638383852""
"13713054","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10243329166.7273994389518873""
"13719700","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10245992164.329125800661369566""
"13726346","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10246234961.552757041300940303""
"13732992","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10247506827.186840703353812844""
"13739638","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10247359959.191780814091651841""
"13746284","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10247652812.89226262006628419""
"13752930","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10248146554.32053891050286258""
"13759576","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10248212974.238541617416544099""
"13766222","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10248854292.771254353362729933""
"13772868","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10250328619.63570307436063978""
"13779514","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10250369745.70933956822655808""
"13786160","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10250657039.606682838510010415""
"13792806","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10250794819.725336622937908474""
"13799452","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10251756422.978797687035266304""
"13806098","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10253629244.113705177763930928""
"13812744","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10253949863.936211265458745971""
"13819390","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10255399248.018531623260817176""
"13826036","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10257235161.153410630129614657""
"13832682","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10257490331.143237578188966554""
"13839328","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10257757037.280337508015423643""
"13845974","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10257964000.193852522851997838""
"13852620","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10258637210.084991513637675105""
"13859266","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10259545488.332931271091104357""
"13865912","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10261088176.818813427897586287""
"13872558","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10261887773.929192770323164591""
"13879204","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10261924203.491904161350101899""
"13885850","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10262085457.02055791957210038""
"13892496","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10263171883.812098304672646127""
"13899142","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10264650519.238863988190032975""
"13905788","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10264675236.6023201889802352""
"13912434","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10267119109.762174504607232415""
"13919080","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10267846740.612903780271496584""
"13925726","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10267929419.321681183688036849""
"13932372","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10267984540.459529863440666585""
"13939018","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10268305240.707300516516606656""
"13945664","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10268377802.195305177652838758""
"13952310","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10269191443.851703488784856549""
"13958956","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10270437662.309323836240767434""
"13965602","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10270552897.54714912115864278""
"13972248","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10270791779.104995711202483048""
"13978894","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10271592400.418874941896987532""
"13985540","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10272650527.53656257623538775""
"13992186","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10272756267.460754530273195427""
"13998832","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10273248348.30714265494975487""
"14005478","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10275678330.456214559801806088""
"14012124","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10278621274.924001703743447611""
"14018770","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10278811734.220335347570759446""
"14025416","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10278941565.287487242456086817""
"14032062","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10279076014.695654551753366795""
"14038708","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10280482870.386632578091647271""
"14045354","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10281825969.928409757912649471""
"14052000","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10282385209.463918449070197087""
"14058646","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10282415283.613716563699014131""
"14065292","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10282615219.727554337133444846""
"14071938","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10283251694.160366051839064741""
"14078584","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10283832436.65491183117598397""
"14085230","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10284303453.601047421030355279""
"14091876","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10285262543.032723410345500635""
"14098522","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10286404126.45720558930209381""
"14105168","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10286866831.28034585564916693""
"14111814","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10287164420.157109418825471338""
"14118460","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10288072003.72912655571285725""
"14125106","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10288998184.316116242873656158""
"14131752","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10289546081.230652220707040899""
"14138398","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10289703379.584048188404455991""
"14145044","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10289982023.346928014913931934""
"14151690","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10290160186.837931218297113773""
"14158336","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10290551564.391820600470232387""
"14164982","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10290774751.962829853145503925""
"14171628","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10291315903.069982458834597332""
"14178274","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10294807244.409253590061803375""
"14184920","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10295530101.584885376522362726""
"14191566","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10295853236.481183968190012167""
"14198212","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10297156352.061327116327149394""
"14204858","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10298577539.541054958795950155""
"14211504","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10301249820.506185713229410376""
"14218150","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10303011462.992853659809084709""
"14224796","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10304842625.276958582296399076""
"14231442","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10306412467.28822437315982307""
"14238088","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10306446816.549866881903951786""
"14244734","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10306623765.466574636077827825""
"14251380","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10306733920.245482240926765212""
"14258026","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10307385726.721839031287991217""
"14264672","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10307534631.848331920896422046""
"14271318","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10307742188.576163681663677596""
"14277964","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10308230415.906412182741144786""
"14284610","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10308753957.52724970968159286""
"14291256","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10308815122.114061075233325334""
"14297902","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10310161208.145130954814996259""
"14304548","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10310441780.420071214814157857""
"14311194","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10310846741.327669454035747171""
"14317840","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10313162263.349546776961629769""
"14324486","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10313458229.980615529002680195""
"14331132","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10313649625.01556624430733023""
"14337778","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10313844541.609525463598754089""
"14344424","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10314640734.323656917754213045""
"14351070","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10315414106.913636837776507117""
"14357716","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10315997725.390712199146956947""
"14364362","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10316448241.781780663623511718""
"14371008","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10317667776.279840487253292592""
"14377654","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10317757160.114716213738630775""
"14384300","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10322172566.256425740607586003""
"14390946","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10324391644.382459782728214045""
"14397592","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10324759491.2389359009187541""
"14404238","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10327021354.295901083694850018""
"14410884","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10327181868.285313607151641569""
"14417530","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10328054092.003062491332062196""
"14424176","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10328112490.173507731041424374""
"14430822","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10328787623.181611169641697322""
"14437468","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10329202445.037492833993485752""
"14444114","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10329915568.521190182651299673""
"14450760","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10330029916.563733803413506547""
"14457406","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10330546247.973718143304550002""
"14464052","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10330753789.970506815622848321""
"14470698","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10331064438.698724570337576374""
"14477344","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10331248432.848661672676649606""
"14483990","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10331595301.032235717532929849""
"14490636","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10331943937.001319854982396426""
"14497282","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10333049367.739562334639950793""
"14503928","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10333299249.249087661161106322""
"14510574","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10334119163.226397669869180674""
"14517220","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10334384347.257359783485185965""
"14523866","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10334823143.659973673953751892""
"14530512","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10338102418.010602602265008218""
"14537158","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10339449781.679872188128638651""
"14543804","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10342212115.502320492673869963""
"14550450","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10343313707.212861620864392729""
"14557096","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10343361352.746831750547981045""
"14563742","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10344077742.683271355062406171""
"14570388","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10344978514.649839361408314913""
"14577034","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10345301432.750069721123415078""
"14583680","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10346434336.548124667270855746""
"14590326","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10347170174.169493230309832917""
"14596972","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10347380317.526821799413497448""
"14603618","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10347460643.470097831327822595""
"14610264","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10348153247.222055617352755524""
"14616910","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10349045425.983146126202148224""
"14623556","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10349315095.245598966079976351""
"14630202","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10349364792.126977016052881109""
"14636848","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10349890304.166928295061509748""
"14643494","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10350278252.737787018668143169""
"14650140","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10350311722.87980306742429489""
"14656786","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10350946613.90851887205626393""
"14663432","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10351391773.875816812847093372""
"14670078","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10351690407.794155085279852213""
"14676724","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10352535829.923054766812907806""
"14683370","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10356728969.566600798373979204""
"14690016","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10356936023.958234421866000592""
"14696662","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10356996686.859683212919660176""
"14703308","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10357639598.012284001245419672""
"14709954","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10358523331.613431612478872491""
"14716600","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10361790009.131697864119589558""
"14723246","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10362143321.14088590991269205""
"14729892","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10363299193.358437099077865856""
"14736538","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10363412227.701748737615238273""
"14743184","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10363698366.612626838641015233""
"14749830","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10364544354.198255426886550898""
"14756476","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10366051406.945767229536833926""
"14763122","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10366229061.287068457077073662""
"14769768","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10368779269.782703775274161691""
"14776414","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10369092729.042230672850376193""
"14783060","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10369174468.286935463929713581""
"14789706","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10370523998.622231837343772024""
"14796352","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10370780327.632442910764981606""
"14802998","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10371429733.289187217751683102""
"14809644","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10371645918.981852033816527914""
"14816290","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10371792047.406586580486324782""
"14822936","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10371886718.047364268505155738""
"14829582","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10372255613.470805167299594791""
"14836228","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10372429646.613091096409301855""
"14842874","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10375872122.528160876914716724""
"14849520","0xc944e90c64b2c07662a292be6244bdf05cda44a7",""10376691323.797726414889707098""
